country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
CAN,55.29775,-107.45556,313.25,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.88,3.92,N
CAN,55.298,-107.56618,324.43,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.28,4.13,N
CAN,55.29855,-107.46316,318.42,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.5,3.06,N
CAN,55.2986,-107.39237,302.58,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.71,1.13,N
CAN,55.29942,-107.39996,295.84,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.99,0.85,N
CAN,55.30007,-107.54966,304.65,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.98,2.54,N
CAN,55.30022,-107.40753,295.83,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.56,0.85,N
CAN,55.30087,-107.55731,320.02,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.95,3,N
CAN,55.30103,-107.41512,318.8,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.2,1.84,N
CAN,55.30141,-107.45439,329.73,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,290.58,3.92,N
CAN,55.30167,-107.56499,322.29,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.54,3,N
CAN,55.30222,-107.46198,330.72,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.26,3.06,N
CAN,55.30307,-107.39878,298.71,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.32,0.85,N
CAN,55.30469,-107.41395,305.11,0.48,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.74,1.84,N
CAN,55.32942,-107.79577,296.48,0.5,0.41,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.02,0.72,N
CAN,55.51866,-106.44273,304.22,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.24,1.74,N
CAN,55.52077,-105.41795,296.06,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.96,0.71,N
CAN,55.52173,-105.3963,327.53,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.75,1.97,N
CAN,55.52222,-106.44147,311.9,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.14,1.74,N
CAN,55.52256,-105.40306,306.11,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.05,1.97,N
CAN,55.52303,-106.44868,306.71,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.25,1.62,N
CAN,55.52422,-105.41663,306.63,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.18,0.71,N
CAN,55.52518,-105.39503,318.85,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.67,3.64,N
CAN,55.52576,-105.39463,319.85,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.8,2.93,N
CAN,55.52601,-105.40179,330.15,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.81,3.64,N
CAN,55.52657,-105.40139,334.5,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.92,3.37,N
CAN,55.52946,-105.40051,335.62,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.88,3.64,N
CAN,55.53002,-105.4001,336.12,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.63,3.37,N
CAN,55.5303,-105.40727,300.73,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.2,1.8,N
CAN,55.53084,-105.40688,309.34,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.39,3.37,N
CAN,55.53348,-105.39882,311.93,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.17,1.54,N
CAN,55.53429,-105.40559,314.83,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.53,1.54,N
CAN,55.57585,-106.41595,299.33,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.47,1.15,N
CAN,55.57907,-106.44479,302.29,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.42,0.71,N
CAN,55.5794,-106.41468,298.81,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.32,0.65,N
CAN,55.57989,-106.452,301.97,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.37,0.78,N
CAN,55.58182,-106.43626,298.17,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.97,0.82,N
CAN,55.58263,-106.44352,307.82,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.2,0.82,N
CAN,55.58344,-106.45072,299.76,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.07,0.42,N
CAN,55.58538,-106.43504,297.82,0.46,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.72,0.82,N
CAN,55.61321,-107.48389,296.15,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.09,0.86,N
CAN,55.6177,-107.49046,299.22,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.23,1.34,N
CAN,55.62299,-107.50475,296.65,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.98,1.01,N
CAN,55.62749,-107.51131,301.48,0.49,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.08,0.88,N
CAN,55.65974,-106.80358,341.76,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.33,7.79,N
CAN,55.663,-106.83333,298.31,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.25,1.02,N
CAN,55.66382,-106.84074,302.56,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.15,1.02,N
CAN,55.66824,-106.84698,295.01,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.98,0.45,N
CAN,55.67185,-106.84576,327.24,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.2,3.76,N
CAN,55.71532,-106.80047,309.28,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.22,2.27,N
CAN,55.71613,-106.80791,304.74,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.83,2.68,N
CAN,55.71893,-106.7992,319.48,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.79,2.27,N
CAN,55.71973,-106.80666,324.22,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,290.49,2.68,N
CAN,55.72253,-106.79796,298.92,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.86,0.81,N
CAN,55.72334,-106.80544,344,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,294.64,5.65,N
CAN,55.72415,-106.81292,307.97,0.47,0.4,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.07,5.65,N
CAN,55.73227,-106.2853,328.64,0.45,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.32,4.51,N
CAN,55.73311,-106.29257,333.87,0.45,0.39,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.78,4.51,N
CAN,55.89325,-101.77997,299.55,0.39,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.63,0.84,N
CAN,55.89648,-101.77842,303.75,0.39,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.91,0.84,N
CAN,55.8974,-101.78446,299.32,0.39,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.03,1.28,N
CAN,55.90063,-101.78292,298.52,0.39,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.08,0.94,N
CAN,55.90995,-103.05914,319.91,0.4,0.37,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.05,1.4,N
CAN,55.91082,-103.06535,302.91,0.4,0.37,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.76,1,N
CAN,55.93206,-105.16248,329.91,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.31,2.64,N
CAN,55.93275,-105.16207,330.92,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.31,3.1,N
CAN,55.93288,-105.16923,327.94,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.63,3.29,N
CAN,55.93357,-105.16883,344.75,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.73,3.1,N
CAN,55.93372,-105.176,327.66,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.67,3.29,N
CAN,55.93438,-105.17562,337.4,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.16,2.16,N
CAN,55.93456,-105.18285,303.54,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.46,1.66,N
CAN,55.93521,-105.18246,308.36,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.29,2.16,N
CAN,55.9355,-105.16114,312.08,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.41,2.64,N
CAN,55.9362,-105.16074,305.15,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.62,3.1,N
CAN,55.93633,-105.16788,335.22,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.08,3.29,N
CAN,55.93701,-105.16749,316.51,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.99,3.1,N
CAN,55.93716,-105.17466,315.33,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.69,3.29,N
CAN,55.93782,-105.17427,309.45,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.16,2.16,N
CAN,55.93801,-105.1815,315.01,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.09,1.66,N
CAN,55.93865,-105.18112,311.56,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.26,2.16,N
CAN,55.93885,-105.18839,320.05,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.59,1.66,N
CAN,55.93948,-105.188,327.58,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.41,3.22,N
CAN,55.94292,-105.18666,332.74,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.12,2.39,N
CAN,55.94637,-105.1853,295.06,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.9,2.39,N
CAN,55.95409,-105.18948,301.5,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.11,0.73,N
CAN,55.95671,-105.1813,298.29,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.83,3.3,N
CAN,55.95851,-105.16637,317.95,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.33,2.26,N
CAN,55.95934,-105.1732,312.36,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.91,2.26,N
CAN,55.96015,-105.17999,336.46,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.8,3.3,N
CAN,55.96098,-105.18681,329.47,0.43,0.38,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.05,3.3,N
CAN,56.01053,-100.95021,299.58,0.38,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.66,0.55,N
CAN,56.01147,-100.95622,296.62,0.38,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.91,1.22,N
CAN,56.01658,-100.96661,304.8,0.38,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.48,1.23,N
CAN,56.02568,-100.93612,301.51,0.38,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.17,0.61,N
CAN,56.02662,-100.94213,297.81,0.38,0.36,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.92,0.61,N
CAN,56.20247,-114.95686,295.31,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.4,2.37,N
CAN,56.20782,-114.96617,312.34,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.65,2.37,N
CAN,56.2082,-114.97611,301.9,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.68,2.47,N
CAN,56.20898,-114.99633,312.19,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.28,2.03,N
CAN,56.20937,-115.00645,304.43,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.64,2.03,N
CAN,56.2124,-114.95551,324.62,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.38,3.19,N
CAN,56.21278,-114.96552,298.76,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.15,3.19,N
CAN,56.21317,-114.97551,311.32,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.94,2.25,N
CAN,56.21434,-115.00574,301.27,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.17,2.4,N
CAN,56.21737,-114.95489,316.66,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,288.18,3.19,N
CAN,56.21775,-114.96487,314.59,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.13,3.19,N
CAN,56.22429,-115.00442,300.98,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.83,1.27,N
CAN,56.23305,-114.97278,320.9,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.83,4.23,N
CAN,56.23476,-114.65232,312.59,0.6,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,279.34,2.75,N
CAN,56.26203,-114.94837,301.26,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.47,1.01,N
CAN,56.26367,-114.86742,308.59,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.22,2.57,N
CAN,56.26819,-114.85658,306.98,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.03,3.5,N
CAN,56.26861,-114.8666,306.4,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.73,1.98,N
CAN,56.26903,-114.87665,296.46,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.28,1.98,N
CAN,56.27154,-114.93692,295.24,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.24,1.61,N
CAN,56.27196,-114.94701,308.13,0.61,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.87,3.81,N
CAN,56.2848,-115.01611,296.1,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,281.65,0.59,N
CAN,56.28501,-115.01904,298.67,0.62,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,281.82,1.29,N
CAN,56.31652,-114.80123,295.41,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.87,1.33,N
CAN,56.31693,-114.81131,304.98,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.97,1.48,N
CAN,56.31733,-114.82137,298.42,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.37,1.48,N
CAN,56.32146,-114.80047,299.81,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.58,3.31,N
CAN,56.32187,-114.81056,297.78,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.09,1.53,N
CAN,56.38852,-114.71764,304.43,0.6,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.34,3.11,N
CAN,56.39206,-114.71051,302.65,0.6,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,281.74,2.26,N
CAN,56.39249,-114.72032,314.09,0.6,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.62,4.51,N
CAN,56.39345,-114.71714,309.57,0.6,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,282.71,2.44,N
CAN,56.39508,-114.77969,299.15,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.76,1.58,N
CAN,56.39579,-114.7765,298.15,0.61,0.53,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.46,1.53,N
CAN,56.6374,-115.07904,297.86,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.94,2.94,N
CAN,56.63778,-115.08942,320.76,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.23,2.94,N
CAN,56.63816,-115.09991,301.03,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,281.9,2.15,N
CAN,56.64241,-115.0784,304.17,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,284.81,2.94,N
CAN,56.64279,-115.08877,315.73,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.24,2.94,N
CAN,56.64318,-115.09925,295.26,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.21,2.15,N
CAN,56.6478,-115.0881,317.19,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.14,4.75,N
CAN,56.64818,-115.09858,308.37,0.63,0.54,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.06,3.43,N
CAN,56.94144,-111.52254,300.15,0.46,0.47,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.41,1.41,N
CAN,56.94195,-111.53015,311.96,0.46,0.47,2025-06-30,900,N20,VIIRS,n,2.0NRT,283.62,1.71,N
CAN,57.00942,-111.47769,338.98,0.46,0.47,2025-06-30,900,N20,VIIRS,n,2.0NRT,289.89,2.71,N
CAN,57.00991,-111.48512,302.88,0.46,0.47,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.79,2.71,N
CAN,57.04183,-111.63412,305.53,0.47,0.48,2025-06-30,900,N20,VIIRS,n,2.0NRT,286.29,2.43,N
CAN,57.04519,-111.61754,301.44,0.47,0.48,2025-06-30,900,N20,VIIRS,n,2.0NRT,287.71,2.86,N
CAN,57.05006,-111.62412,313.81,0.47,0.48,2025-06-30,900,N20,VIIRS,n,2.0NRT,285.42,2.47,N
CAN,49.67985,-102.93036,295.08,0.39,0.36,2025-06-30,902,N20,VIIRS,n,2.0NRT,283.92,0.21,N
CAN,49.73613,-102.97888,295.86,0.39,0.36,2025-06-30,902,N20,VIIRS,n,2.0NRT,283.51,0.36,N
CAN,50.08957,-110.71857,295.11,0.54,0.42,2025-06-30,902,N20,VIIRS,n,2.0NRT,282.72,0.37,N
CAN,49.0976,-123.01711,296.47,0.52,0.42,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.49,0.62,N
CAN,49.09866,-123.01614,297.11,0.52,0.42,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.26,0.63,N
CAN,49.16069,-123.00798,298.23,0.52,0.42,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.25,0.8,N
CAN,52.67988,-104.65363,304.5,0.68,0.74,2025-06-30,1041,N20,VIIRS,n,2.0NRT,282.92,1.45,N
CAN,54.15844,-108.27798,305.48,0.44,0.63,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.6,1.2,N
CAN,54.16049,-108.28389,300.71,0.44,0.63,2025-06-30,1041,N20,VIIRS,n,2.0NRT,281.64,1.2,N
CAN,54.5706,-110.55045,302.6,0.36,0.57,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.71,0.58,N
CAN,54.60971,-118.65771,299.35,0.55,0.43,2025-06-30,1041,N20,VIIRS,n,2.0NRT,281.35,0.76,N
CAN,55.2518,-107.48281,314.67,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.68,2.87,N
CAN,55.25383,-107.48866,316.56,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.93,1.85,N
CAN,55.25586,-107.49448,296.23,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,281.51,1.85,N
CAN,55.26189,-107.51185,304.61,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284,1.24,N
CAN,55.26389,-107.51761,305.28,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.39,1.24,N
CAN,55.2648,-107.50097,297.62,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.62,1.54,N
CAN,55.2659,-107.52342,301.2,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.16,1.9,N
CAN,55.26681,-107.50676,299.84,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.28,1.04,N
CAN,55.26793,-107.52927,316.58,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.38,1.9,N
CAN,55.26878,-107.51245,299.07,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.49,1.04,N
CAN,55.26994,-107.53506,296.92,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,282.75,1.05,N
CAN,55.27076,-107.51815,295.16,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.14,2.57,N
CAN,55.27193,-107.5408,295.11,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,282.33,1.05,N
CAN,55.27199,-107.40577,304.34,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.09,3.56,N
CAN,55.27276,-107.52392,311.88,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.16,2.57,N
CAN,55.27302,-107.42812,295.3,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.8,0.64,N
CAN,55.27401,-107.41161,334.72,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,289.48,3.56,N
CAN,55.27479,-107.52975,327.94,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,288.42,3.59,N
CAN,55.27565,-107.40645,318.11,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.39,3.31,N
CAN,55.27602,-107.41742,327.89,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,288.85,4.28,N
CAN,55.27681,-107.5356,324.48,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.73,3.59,N
CAN,55.27769,-107.41226,328.72,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,288.97,4.37,N
CAN,55.27802,-107.42319,337.98,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,290.18,4.28,N
CAN,55.2788,-107.54135,319.58,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.72,4.17,N
CAN,55.27889,-107.40635,313.52,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.41,3.56,N
CAN,55.27964,-107.5245,315.32,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.48,3.59,N
CAN,55.27975,-107.41811,327.05,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.26,4.37,N
CAN,55.27999,-107.42889,330.48,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.81,2.93,N
CAN,55.28078,-107.54707,324.66,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.96,4.17,N
CAN,55.28092,-107.41222,319.62,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.06,4.28,N
CAN,55.28165,-107.53031,319.5,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.96,3.59,N
CAN,55.28176,-107.42386,325.01,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,287.3,2.39,N
CAN,55.28195,-107.43457,307.94,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.48,2.93,N
CAN,55.28277,-107.5528,313.7,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.28,3.44,N
CAN,55.28295,-107.4181,314.11,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.59,4.28,N
CAN,55.28366,-107.53611,323.65,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,288.69,4.17,N
CAN,55.28374,-107.42947,316.39,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.56,2.39,N
CAN,55.28394,-107.44033,298.02,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,282.43,0.93,N
CAN,55.28495,-107.4239,298.69,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.56,2.93,N
CAN,55.28513,-107.63656,308.14,0.42,0.61,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.27,1.24,N
CAN,55.28566,-107.54189,334.92,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,289.09,4.17,N
CAN,55.28765,-107.54765,308.62,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.08,3.44,N
CAN,55.28849,-107.53078,304.02,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.01,1.22,N
CAN,55.28871,-107.42448,305.78,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.91,2.39,N
CAN,55.28922,-107.64835,297.79,0.42,0.61,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.95,1.61,N
CAN,55.28964,-107.55339,325.38,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,288.61,3.44,N
CAN,55.2898,-107.4467,303.01,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.56,1.21,N
CAN,55.2905,-107.5366,301.22,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.82,1.22,N
CAN,55.29069,-107.43012,312.45,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.36,3.26,N
CAN,55.29086,-107.44097,295.53,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.92,0.93,N
CAN,55.29163,-107.55915,315.78,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.78,3.65,N
CAN,55.29186,-107.42451,318.27,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,286.09,2.9,N
CAN,55.29187,-107.4526,298.5,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,282.65,1.21,N
CAN,55.2925,-107.54239,298.34,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.09,1.68,N
CAN,55.29288,-107.44685,302.8,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.56,1.26,N
CAN,55.29355,-107.39061,295.64,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.06,0.73,N
CAN,55.29362,-107.4193,298.29,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.39,0.7,N
CAN,55.29381,-107.43016,300.8,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.77,1.33,N
CAN,55.29392,-107.45845,306.64,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,283.33,1.1,N
CAN,55.29451,-107.54819,307.59,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,285.08,1.68,N
CAN,55.29493,-107.45277,298.51,0.43,0.62,2025-06-30,1041,N20,VIIRS,n,2.0NRT,284.07,1.26,N
